edge_type,round_idx,timestamp,source_message_id,target_message_id,source_agent_id,target_agent_id,target_entity,channel,edge_source,edge_weight
mention,15,2046-06-05T11:34:00,20460605_15_035,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:34:00,20460605_15_035,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:34:00,20460605_15_035,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,15,2046-06-05T11:34:00,20460605_15_035,,legal_agent,,@PropTechWatcher,side_huddle,content_mention,1
mention,15,2046-06-05T11:34:00,20460605_15_035,,legal_agent,,@Elena,side_huddle,content_mention,1
mention,15,2046-06-05T11:34:00,20460605_15_035,,legal_agent,,@TenantRights_Org,side_huddle,content_mention,1
thread_parent,15,2046-06-05T11:35:00,20460605_15_036,20460605_15_035,social_media_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,15,2046-06-05T11:35:00,20460605_15_036,,social_media_agent,legal_agent,legal_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:35:00,20460605_15_036,,social_media_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:35:00,20460605_15_036,,social_media_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,15,2046-06-05T11:35:00,20460605_15_036,,social_media_agent,,@PropTechWatcher,side_huddle,content_mention,1
mention,15,2046-06-05T11:35:00,20460605_15_036,,social_media_agent,,@TenantRights_Org,side_huddle,content_mention,1
mention,15,2046-06-05T11:35:00,20460605_15_036,,social_media_agent,,@HousingJusticeNow,side_huddle,content_mention,1
thread_parent,15,2046-06-05T11:36:00,20460605_15_037,20460605_15_030,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,heuristic,1
mention,15,2046-06-05T11:36:00,20460605_15_037,,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
thread_parent,15,2046-06-05T11:37:00,20460605_15_038,20460605_15_037,social_media_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,15,2046-06-05T11:37:00,20460605_15_038,,social_media_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
mention,15,2046-06-05T11:37:00,20460605_15_038,,social_media_agent,,@PropTechWatcher,one_on_one_chat,content_mention,1
mention,15,2046-06-05T11:37:00,20460605_15_038,,social_media_agent,,@Elena,one_on_one_chat,content_mention,1
thread_parent,15,2046-06-05T11:38:00,20460605_15_039,20460605_15_034,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
thread_parent,15,2046-06-05T11:39:00,20460605_15_040,20460605_15_039,social_media_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,15,2046-06-05T11:40:00,20460605_15_041,20460605_15_040,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
mention,15,2046-06-05T11:40:00,20460605_15_041,,legal_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,15,2046-06-05T11:41:00,20460605_15_042,20460605_15_041,social_media_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,15,2046-06-05T11:41:00,20460605_15_042,,social_media_agent,judge_agent,judge_agent,comms_huddle,content_mention,1
mention,15,2046-06-05T11:41:00,20460605_15_042,,social_media_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,15,2046-06-05T11:42:00,20460605_15_043,20460605_15_036,legal_agent,social_media_agent,social_media_agent,side_huddle,heuristic,1
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,,@Elena,side_huddle,content_mention,2
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,,@PropTechWatcher,side_huddle,content_mention,2
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,,@TenantRights_Org,side_huddle,content_mention,1
mention,15,2046-06-05T11:42:00,20460605_15_043,,legal_agent,,@HorizonMgmt,side_huddle,content_mention,1
thread_parent,15,2046-06-05T11:43:00,20460605_15_044,20460605_15_043,social_media_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,15,2046-06-05T11:43:00,20460605_15_044,,social_media_agent,legal_agent,legal_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:43:00,20460605_15_044,,social_media_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,15,2046-06-05T11:43:00,20460605_15_044,,social_media_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,15,2046-06-05T11:43:00,20460605_15_044,,social_media_agent,,@PropTechWatcher,side_huddle,content_mention,2
thread_parent,15,2046-06-05T11:44:00,20460605_15_045,20460605_15_038,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,heuristic,1
mention,15,2046-06-05T11:44:00,20460605_15_045,,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
thread_parent,15,2046-06-05T11:45:00,20460605_15_046,20460605_15_045,social_media_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,15,2046-06-05T11:45:00,20460605_15_046,,social_media_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
mention,15,2046-06-05T11:45:00,20460605_15_046,,social_media_agent,,@PropTechWatcher,one_on_one_chat,content_mention,1
mention,15,2046-06-05T11:45:00,20460605_15_046,,social_media_agent,,@Elena,one_on_one_chat,content_mention,1
thread_parent,15,2046-06-05T11:46:00,20460605_15_047,20460605_15_042,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
thread_parent,15,2046-06-05T11:47:00,20460605_15_048,20460605_15_047,social_media_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,15,2046-06-05T11:48:00,20460605_15_049,20460605_15_048,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
mention,15,2046-06-05T11:48:00,20460605_15_049,,legal_agent,judge_agent,judge_agent,comms_huddle,content_mention,1
thread_parent,15,2046-06-05T11:49:00,20460605_15_050,20460605_15_049,social_media_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,15,2046-06-05T11:49:00,20460605_15_050,,social_media_agent,judge_agent,judge_agent,comms_huddle,content_mention,1
thread_parent,15,2046-06-05T11:50:00,20460605_15_051,20460605_15_044,legal_agent,social_media_agent,social_media_agent,side_huddle,heuristic,1
mention,15,2046-06-05T11:50:00,20460605_15_051,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:50:00,20460605_15_051,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:50:00,20460605_15_051,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:50:00,20460605_15_051,,legal_agent,,@Elena,side_huddle,content_mention,1
mention,15,2046-06-05T11:50:00,20460605_15_051,,legal_agent,,@HorizonMgmt,side_huddle,content_mention,1
thread_parent,15,2046-06-05T11:51:00,20460605_15_052,20460605_15_051,social_media_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,15,2046-06-05T11:51:00,20460605_15_052,,social_media_agent,legal_agent,legal_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:51:00,20460605_15_052,,social_media_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,15,2046-06-05T11:51:00,20460605_15_052,,social_media_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,15,2046-06-05T11:51:00,20460605_15_052,,social_media_agent,,@Elena,side_huddle,content_mention,2
mention,15,2046-06-05T11:51:00,20460605_15_052,,social_media_agent,,@PropTechWatcher,side_huddle,content_mention,3
mention,15,2046-06-05T11:51:00,20460605_15_052,,social_media_agent,,@TenantRights_Org,side_huddle,content_mention,1
thread_parent,15,2046-06-05T11:52:00,20460605_15_053,20460605_15_046,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,heuristic,1
mention,15,2046-06-05T11:52:00,20460605_15_053,,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
mention,15,2046-06-05T11:52:00,20460605_15_053,,legal_agent,,@Elena,one_on_one_chat,content_mention,1
thread_parent,15,2046-06-05T11:53:00,20460605_15_054,20460605_15_053,social_media_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,15,2046-06-05T11:53:00,20460605_15_054,,social_media_agent,legal_agent,legal_agent,one_on_one_chat,content_mention,1
thread_parent,15,2046-06-05T11:54:00,20460605_15_055,20460605_15_050,legal_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
thread_parent,15,2046-06-05T11:55:00,20460605_15_056,20460605_15_055,social_media_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,15,2046-06-05T11:55:00,20460605_15_056,,social_media_agent,,@PropTechWatcher,comms_huddle,content_mention,1
mention,16,2046-06-05T12:00:00,20460605_16_001,,legal_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
mention,16,2046-06-05T12:00:00,20460605_16_001,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:01:00,20460605_16_002,20460605_16_001,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:01:00,20460605_16_002,,quality_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
mention,16,2046-06-05T12:01:00,20460605_16_002,,quality_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,16,2046-06-05T12:02:00,20460605_16_003,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:02:00,20460605_16_003,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:02:00,20460605_16_003,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:03:00,20460605_16_004,20460605_16_003,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:03:00,20460605_16_004,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:03:00,20460605_16_004,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:03:00,20460605_16_004,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:04:00,20460605_16_005,,legal_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:05:00,20460605_16_006,20460605_16_005,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:05:00,20460605_16_006,,quality_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:08:00,20460605_16_009,20460605_16_002,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:08:00,20460605_16_009,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:09:00,20460605_16_010,20460605_16_009,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:09:00,20460605_16_010,,quality_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
mention,16,2046-06-05T12:09:00,20460605_16_010,,quality_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:10:00,20460605_16_011,20460605_16_004,legal_agent,quality_agent,quality_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:10:00,20460605_16_011,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:10:00,20460605_16_011,,legal_agent,,@PinnacleResidential,side_huddle,content_mention,1
mention,16,2046-06-05T12:10:00,20460605_16_011,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:10:00,20460605_16_011,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:11:00,20460605_16_012,20460605_16_011,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:11:00,20460605_16_012,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:11:00,20460605_16_012,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:11:00,20460605_16_012,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:12:00,20460605_16_013,20460605_16_006,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:12:00,20460605_16_013,,legal_agent,quality_agent,quality_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:13:00,20460605_16_014,20460605_16_013,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:13:00,20460605_16_014,,quality_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:14:00,20460605_16_015,20460605_16_010,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:15:00,20460605_16_016,20460605_16_008,quality_agent,quality_agent,quality_agent,personal_post,heuristic,1
thread_parent,16,2046-06-05T12:16:00,20460605_16_017,20460605_16_015,legal_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:16:00,20460605_16_017,,legal_agent,pr_intern_agent,pr_intern_agent,comms_huddle,content_mention,1
mention,16,2046-06-05T12:16:00,20460605_16_017,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:17:00,20460605_16_018,20460605_16_017,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:17:00,20460605_16_018,,quality_agent,legal_agent,legal_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:18:00,20460605_16_019,20460605_16_012,legal_agent,quality_agent,quality_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:18:00,20460605_16_019,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,3
mention,16,2046-06-05T12:18:00,20460605_16_019,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:18:00,20460605_16_019,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
thread_parent,16,2046-06-05T12:19:00,20460605_16_020,20460605_16_019,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:19:00,20460605_16_020,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:19:00,20460605_16_020,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:19:00,20460605_16_020,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:20:00,20460605_16_021,20460605_16_014,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:20:00,20460605_16_021,,legal_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,2
mention,16,2046-06-05T12:20:00,20460605_16_021,,legal_agent,,@PinnacleResidential,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:21:00,20460605_16_022,20460605_16_021,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:21:00,20460605_16_022,,quality_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:22:00,20460605_16_023,20460605_16_018,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:23:00,20460605_16_024,20460605_16_023,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:24:00,20460605_16_025,20460605_16_024,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:24:00,20460605_16_025,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:25:00,20460605_16_026,20460605_16_025,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:25:00,20460605_16_026,,quality_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:26:00,20460605_16_027,20460605_16_020,legal_agent,quality_agent,quality_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:26:00,20460605_16_027,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:26:00,20460605_16_027,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:26:00,20460605_16_027,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:27:00,20460605_16_028,20460605_16_027,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:27:00,20460605_16_028,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:27:00,20460605_16_028,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:27:00,20460605_16_028,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:27:00,20460605_16_028,,quality_agent,,@PropTechWatcher,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:28:00,20460605_16_029,20460605_16_022,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:28:00,20460605_16_029,,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:29:00,20460605_16_030,20460605_16_029,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:29:00,20460605_16_030,,quality_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:30:00,20460605_16_031,20460605_16_026,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:31:00,20460605_16_032,20460605_16_031,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:32:00,20460605_16_033,20460605_16_032,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:32:00,20460605_16_033,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:33:00,20460605_16_034,20460605_16_033,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:33:00,20460605_16_034,,quality_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:34:00,20460605_16_035,20460605_16_028,legal_agent,quality_agent,quality_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:34:00,20460605_16_035,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:34:00,20460605_16_035,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:34:00,20460605_16_035,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:35:00,20460605_16_036,20460605_16_035,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:35:00,20460605_16_036,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:35:00,20460605_16_036,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:35:00,20460605_16_036,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:36:00,20460605_16_037,20460605_16_030,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:36:00,20460605_16_037,,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:37:00,20460605_16_038,20460605_16_037,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:37:00,20460605_16_038,,quality_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,2
thread_parent,16,2046-06-05T12:38:00,20460605_16_039,20460605_16_034,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:39:00,20460605_16_040,20460605_16_039,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:40:00,20460605_16_041,20460605_16_040,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:40:00,20460605_16_041,,legal_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:41:00,20460605_16_042,20460605_16_041,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:41:00,20460605_16_042,,quality_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:42:00,20460605_16_043,20460605_16_036,legal_agent,quality_agent,quality_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:42:00,20460605_16_043,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:42:00,20460605_16_043,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:42:00,20460605_16_043,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,2
thread_parent,16,2046-06-05T12:43:00,20460605_16_044,20460605_16_043,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:43:00,20460605_16_044,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:43:00,20460605_16_044,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:43:00,20460605_16_044,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:44:00,20460605_16_045,20460605_16_038,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:44:00,20460605_16_045,,legal_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,2
thread_parent,16,2046-06-05T12:45:00,20460605_16_046,20460605_16_045,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:45:00,20460605_16_046,,quality_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:46:00,20460605_16_047,20460605_16_042,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:47:00,20460605_16_048,20460605_16_047,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:48:00,20460605_16_049,20460605_16_048,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:48:00,20460605_16_049,,legal_agent,quality_agent,quality_agent,comms_huddle,content_mention,1
mention,16,2046-06-05T12:48:00,20460605_16_049,,legal_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:49:00,20460605_16_050,20460605_16_049,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,16,2046-06-05T12:49:00,20460605_16_050,,quality_agent,pr_agent,pr_agent,comms_huddle,content_mention,1
thread_parent,16,2046-06-05T12:50:00,20460605_16_051,20460605_16_044,legal_agent,quality_agent,quality_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:50:00,20460605_16_051,,legal_agent,quality_agent,quality_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:50:00,20460605_16_051,,legal_agent,pr_agent,pr_agent,side_huddle,content_mention,2
mention,16,2046-06-05T12:50:00,20460605_16_051,,legal_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:51:00,20460605_16_052,20460605_16_051,quality_agent,legal_agent,legal_agent,side_huddle,heuristic,1
mention,16,2046-06-05T12:51:00,20460605_16_052,,quality_agent,legal_agent,legal_agent,side_huddle,content_mention,1
mention,16,2046-06-05T12:51:00,20460605_16_052,,quality_agent,pr_agent,pr_agent,side_huddle,content_mention,3
mention,16,2046-06-05T12:51:00,20460605_16_052,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,16,2046-06-05T12:52:00,20460605_16_053,20460605_16_046,legal_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:52:00,20460605_16_053,,legal_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,2
thread_parent,16,2046-06-05T12:53:00,20460605_16_054,20460605_16_053,quality_agent,legal_agent,legal_agent,one_on_one_chat,heuristic,1
mention,16,2046-06-05T12:53:00,20460605_16_054,,quality_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,2
mention,16,2046-06-05T12:53:00,20460605_16_054,,quality_agent,,@PinnacleResidential,one_on_one_chat,content_mention,1
thread_parent,16,2046-06-05T12:54:00,20460605_16_055,20460605_16_050,legal_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
thread_parent,16,2046-06-05T12:55:00,20460605_16_056,20460605_16_055,quality_agent,legal_agent,legal_agent,comms_huddle,heuristic,1
mention,17,2046-06-05T13:00:00,20460605_17_001,,pr_intern_agent,,@PropTechWatcher,comms_huddle,content_mention,1
thread_parent,17,2046-06-05T13:01:00,20460605_17_002,20460605_17_001,quality_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
mention,17,2046-06-05T13:01:00,20460605_17_002,,quality_agent,social_media_agent,social_media_agent,comms_huddle,content_mention,1
thread_parent,17,2046-06-05T13:02:00,20460605_17_003,20460605_17_002,social_media_agent,quality_agent,quality_agent,comms_huddle,heuristic,1
mention,17,2046-06-05T13:03:00,20460605_17_004,,pr_intern_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
mention,17,2046-06-05T13:04:00,20460605_17_005,,social_media_agent,quality_agent,quality_agent,side_huddle,content_mention,1
thread_parent,17,2046-06-05T13:05:00,20460605_17_006,20460605_17_005,quality_agent,social_media_agent,social_media_agent,side_huddle,heuristic,1
mention,17,2046-06-05T13:05:00,20460605_17_006,,quality_agent,social_media_agent,social_media_agent,side_huddle,content_mention,1
thread_parent,17,2046-06-05T13:07:00,20460605_17_008,20460605_17_004,quality_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,heuristic,1
mention,17,2046-06-05T13:07:00,20460605_17_008,,quality_agent,pr_agent,pr_agent,one_on_one_chat,content_mention,1
thread_parent,17,2046-06-05T13:08:00,20460605_17_009,20460605_17_008,social_media_agent,quality_agent,quality_agent,one_on_one_chat,heuristic,1
mention,17,2046-06-05T13:08:00,20460605_17_009,,social_media_agent,pr_intern_agent,pr_intern_agent,one_on_one_chat,content_mention,1
thread_parent,17,2046-06-05T13:09:00,20460605_17_010,20460605_17_003,pr_intern_agent,social_media_agent,social_media_agent,comms_huddle,heuristic,1
mention,17,2046-06-05T13:10:00,20460605_17_011,,quality_agent,,@PropTechWatcher,personal_post,content_mention,1
thread_parent,17,2046-06-05T13:11:00,20460605_17_012,20460605_17_011,social_media_agent,quality_agent,quality_agent,personal_post,heuristic,1
thread_parent,17,2046-06-05T13:12:00,20460605_17_013,20460605_17_009,pr_intern_agent,social_media_agent,social_media_agent,one_on_one_chat,heuristic,1
mention,17,2046-06-05T13:12:00,20460605_17_013,,pr_intern_agent,social_media_agent,social_media_agent,one_on_one_chat,content_mention,1
thread_parent,17,2046-06-05T13:13:00,20460605_17_014,20460605_17_010,social_media_agent,pr_intern_agent,pr_intern_agent,comms_huddle,heuristic,1
